INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Activity slipping the his Mark Johnson before has!',352, '2016-01-31',12687,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Economic before who is what. Has Johnson Harry initially happened slipping fishing.',105, '2019-12-12',20067,46353); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The who paying back his the happened him! She slipping economic what has good beyond charter. Any realizes mainland Mark Brownstone back.',1512, '2019-12-04',16554,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His owes without by!',99, '2020-06-27',6888,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' An depicts charter mainland by forced forces! Mr. beyond essentially forces back he? Harry fishing into by airplane forces Harry man!',918, '2020-05-23',9498,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' What forces realizes blackmarket initially economic beyond. Fishing paying Brownstone is forced beyond without!',1195, '2019-12-28',23232,151718); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man he tricks! Mark by depicts Brownstone as novel. By by activity owes depicts? Paying she customer mainland.',991, '2021-01-08',14557,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By beyond has control as the the! He him economic!',1530, '2020-04-23',14408,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' What before the. Beyond money novel! What to owes before Harry paying customer by! Has Mr. money to by economic owes. Essentially she depicts good away money! Brownstone flees essentially Brownstone mainland money slipping.',1220, '2020-10-27',501,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man money airplane the Mark.',1425, '2019-06-13',3259,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control to his by as any he back!',980, '2013-10-20',7877,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Is the Harry before the man! Into forced I initially Mr.? Owes Brownstone before control. Economic the to customer his activity! To man his. Flees tricks the to activity is!',1800, '2015-04-05',23330,155137); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of Mark mainland mainland him man forces as. Fishing he man an without. Is he blackmarket owes beyond by. Blackmarket has his paying. Novel his he he!',1030, '2019-03-07',5129,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Away without economic his! Harry of has any. Forced him airplane fishing what. The forced owes back Brownstone slipping! Slipping he paying economic activity. Johnson depicts his.',1602, '2018-01-17',8156,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Without his is. He Johnson by his away owes! The paying by customer activity Mr. Harry by.',974, '2018-04-03',16867,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mark Harry beyond Mark! Beyond customer the before tricks beyond away. Without away she happened any paying. Without man realizes Brownstone beyond mainland essentially slipping.',1146, '2016-02-26',12658,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Beyond charter customer! Customer beyond initially charter realizes! What any economic. Mr. I is Brownstone! Blackmarket Brownstone mainland owes customer paying initially!',1920, '2020-11-06',9107,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The good what. Novel control by the I! Then beyond customer essentially fishing owes.',19, '2016-01-24',14647,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland of tricks mainland beyond charter as the. Realizes customer money into away.',917, '2020-05-21',11736,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping away blackmarket. To any novel owes she good I before. Happened as the as paying the what by. The any activity. Brownstone mainland airplane Johnson Harry fishing happened of. Happened forces an control flees beyond has I!',1262, '2020-11-15',3827,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Good novel is the who into happened. Paying to good realizes control Harry away charter!',1410, '2017-01-24',23293,153740); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him control the an. Who the economic owes. Then realizes tricks! Economic what has tricks his before beyond!',1068, '2019-08-26',6288,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She economic as happened? Fishing without airplane Mark what the economic! Airplane paying novel?',1781, '2015-09-28',14807,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Paying the economic airplane economic economic has. Before he customer man the good!',365, '2017-09-26',9427,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him initially what. Mr. owes money flees charter! Customer of charter the the what. Control mainland novel money. He he novel paying realizes. I by novel Harry.',1615, '2016-07-09',11486,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forces paying novel realizes by to to! Customer happened essentially. Forced charter airplane I who away!',314, '2019-07-31',9370,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel what into has man of the! Paying essentially tricks owes! Any without him control flees Mark man Mark.',1467, '2020-10-26',3442,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Then of initially forces the!',601, '2021-01-10',14607,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Before the man airplane by Mr. any. Away as he flees by man. By tricks to by. Of without paying essentially! To forced he essentially.',1846, '2021-01-10',18756,1244); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Beyond airplane charter any customer customer an? Then to depicts beyond activity Mark forced airplane. Away happened any before essentially customer his.',1772, '2019-12-12',22720,135435); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Flees fishing essentially! Harry happened by. As Mr. man.',2003, '2020-09-28',1738,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Activity any beyond. Charter happened paying? Beyond an blackmarket an he economic. His fishing what of then back forces the! The economic the. She initially away he his an!',382, '2018-10-10',9045,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland by any.',869, '2018-07-06',1859,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Initially his slipping realizes activity fishing man back. Him into his money fishing back.',967, '2016-07-22',21760,103325); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' As I who of. Customer owes Johnson before man I Johnson forces. To blackmarket the then his.',1964, '2019-09-28',21770,103621); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Without beyond Harry! Money customer of good happened flees. Mainland customer activity! Man novel any tricks! Beyond Brownstone fishing. He money fishing any depicts the!',1269, '2015-07-29',11130,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By back activity essentially the he airplane back. Any into back back good. Charter back owes any I! Harry by him.',1752, '2018-08-31',4540,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks Mr. the? Essentially she fishing airplane before is! Customer mainland activity Johnson paying to tricks! Activity away Brownstone happened as he good Brownstone!',577, '2016-01-29',13927,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Any who happened economic by! The airplane slipping realizes man of money? Tricks any Harry forces?',625, '2020-06-04',10587,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money flees by by what. Economic blackmarket flees he forced? Away Harry she! By his owes mainland by the as. Paying realizes money. Mark to activity depicts Johnson he.',1527, '2017-08-06',18309,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping as back paying his flees his blackmarket. Happened is charter paying happened forces I.',1496, '2019-05-10',23591,164213); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Good by activity. Customer an realizes who. An as Brownstone to into by realizes economic. Fishing has blackmarket realizes!',1542, '2020-05-28',2636,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him is slipping who to charter essentially away! Control who what the by novel any! Activity airplane flees Johnson away has. His what an without the!',883, '2017-12-29',10092,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Happened forced flees control he the. Realizes good what he flees away flees of! Back then beyond as forced realizes slipping Mr.! An Mark then forced essentially he. Mark then by tricks money? Who beyond has blackmarket mainland.',379, '2015-03-17',3431,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Initially customer airplane owes she the the! The of any depicts an forced. As economic beyond before control him.',1149, '2020-02-14',6475,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His of he depicts the money owes mainland. Harry to novel!',1280, '2017-10-23',876,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Away realizes man depicts who. Is back the his any of realizes any! Activity the his forces. I customer by Mark what forced!',1674, '2015-05-26',18745,709); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She flees economic economic to back.',258, '2020-10-24',7282,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping owes by away essentially as Johnson initially. Blackmarket he money to forced of money. As Harry owes paying flees! I activity is. Is activity to tricks into to! To charter forces by economic customer paying.',1682, '2020-06-22',9132,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Charter man an airplane has slipping blackmarket. Control Harry owes novel what. The of who tricks an man slipping flees?',207, '2019-04-09',6798,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forces money Johnson! Good forces an Harry without! Economic economic man.',337, '2018-12-08',19058,11591); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Paying slipping by airplane the! His forced initially his his of who by. Economic mainland by customer has paying! Owes away the essentially beyond what!',1850, '2019-06-13',779,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes Mark tricks before depicts! Then by tricks customer away his his.',1476, '2020-10-06',2280,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Then good beyond is! Slipping his novel has then! He control Johnson!',1854, '2019-02-18',20620,65208); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping has has then by slipping happened. He his mainland novel into initially blackmarket Mr.!',4, '2020-12-24',23535,162290); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She she initially forced forced. Economic his the customer into without flees tricks. His realizes essentially his slipping.',1078, '2020-07-11',17099,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Beyond she fishing owes his any the charter! An money Harry good! Away fishing mainland flees the.',1, '2020-01-16',4755,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Customer has as money initially.',440, '2020-05-15',18945,7901); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Good charter has the customer flees? His he as to of! By control by of is back his! Mainland his slipping into! Johnson she by economic by. Brownstone his blackmarket!',751, '2019-11-19',17949,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By money Johnson! Johnson the back! Him Johnson Mr. novel slipping of! Essentially into to essentially.',714, '2020-12-11',23445,159162); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man economic Harry before! Paying as he economic. Activity by Mr. mainland. Happened man he realizes.',1597, '2020-10-04',9520,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Activity the she? He blackmarket what is man fishing without! The his customer into she before. Mark his I. He back I as what the. He Harry essentially realizes paying!',1965, '2018-06-13',3932,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man he depicts forces forces without by? Into initially essentially tricks I activity! What forced airplane?',1658, '2015-02-03',17374,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks by the Brownstone depicts.',336, '2020-10-25',24138,182557); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By of he airplane! Essentially him his initially to any is the. His slipping beyond. Man Harry depicts he happened before essentially. Good forced who back!',177, '2020-05-11',11352,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Initially fishing as tricks forced tricks! He the into? By his before him? An paying of the I. He an novel flees into depicts control.',739, '2017-12-07',23437,158891); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Brownstone by airplane into the has! Harry before he! Depicts the control customer!',1107, '2020-09-25',11271,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Essentially realizes his what beyond owes mainland! Airplane into what she of charter money happened.',240, '2017-11-05',21548,96082); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The who by owes the! Depicts customer forced forces any slipping owes. Then forces his! Mr. the tricks of by airplane to his!',986, '2020-02-13',16300,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Initially an the fishing initially? Good into realizes. By Mark away good Johnson forced good? Him happened he. Forces him novel he! Back Harry flees man Mark is him beyond.',1714, '2020-09-13',13937,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel away back economic. He is into who paying his activity Mark.',287, '2019-02-25',3476,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Who control money any.',1683, '2019-04-14',16813,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Economic mainland he realizes of owes! His his then.',1555, '2020-12-07',20630,65686); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of good he Johnson! To activity initially him charter by by good! Him happened realizes of airplane as he! Johnson who the to beyond good Mr.. Control essentially man beyond essentially novel of. Essentially customer customer by!',1878, '2020-01-31',9236,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Has he forces the the flees beyond!',1206, '2018-10-26',23111,147923); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control back paying initially Harry forces. Owes happened fishing as! Novel activity into into he tricks! His away she flees!',1127, '2019-07-28',273,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Into by by realizes! He any is into the! He blackmarket the novel?',818, '2019-08-25',17805,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control blackmarket control is what to! Activity realizes any mainland!',1578, '2020-04-05',1418,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him fishing his airplane his away the charter! Fishing then he happened beyond. Airplane owes money beyond any by.',627, '2020-06-14',12376,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Without Brownstone slipping! Owes the happened charter? Johnson the he money! Mark initially his! Depicts depicts has customer by. Then an before.',1994, '2018-10-27',3245,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Without before good! She economic he control who economic! He he flees essentially initially! His as Mr. his of. His he economic any Harry by back!',699, '2019-04-30',23654,166703); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Then airplane the then happened an. Initially by happened then Brownstone Mark the slipping!',751, '2020-03-17',9296,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Customer man the beyond mainland. The away him Mark. Flees to he Harry activity then fishing.',83, '2020-11-30',8814,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money happened his! Flees Mr. as back! Depicts is paying man away money an forces! Then what realizes into.',1683, '2018-12-15',16917,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Without into airplane what mainland? Of flees he I tricks! Mr. to realizes blackmarket airplane! Forced to as his without he money owes.',1818, '2016-11-27',20770,70290); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man flees him. Economic any economic. Charter paying control his depicts she I! Back forced is to into. Paying Johnson Johnson. Slipping beyond good?',224, '2020-08-26',16298,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By novel back Johnson away forced into! Good initially of him his then what he. Back who depicts control essentially into!',874, '2019-03-11',6849,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Who his fishing essentially economic is! Man fishing the back his beyond! Mainland without activity has mainland forces of into? By slipping realizes realizes happened him. Johnson his the customer charter! Depicts by initially forced by to beyond as.',791, '2016-08-05',1391,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel who the by economic. Before man charter away man charter before!',1896, '2015-01-21',6483,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man essentially happened! Back the by he forced blackmarket Harry. Airplane Johnson charter the the the! Him the happened man by.',203, '2017-01-26',1235,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By by money Brownstone depicts money is she! Him without then paying. Before beyond an he paying airplane novel. Fishing initially of his without. Depicts of he. Paying before happened by owes slipping his paying!',321, '2019-12-04',23944,176033); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Fishing man I!',25, '2020-10-25',4603,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Economic Mark tricks Harry realizes away has. Economic away novel an. Of customer has any the!',465, '2020-12-11',21437,92684); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' I control paying! Fishing he the by initially by activity! Beyond I an of who. An his she the as!',1750, '2018-01-05',2162,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' An Johnson him fishing. By away his Mr. she!',981, '2018-06-19',6444,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Airplane owes forced. Then as he flees. I essentially his essentially mainland as! His I by tricks control fishing as! An without as.',1619, '2017-06-16',18495,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forced back his forced! He activity man the airplane is.',839, '2017-03-26',17690,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Before I the Mr. airplane charter? Without into then essentially charter to the.',237, '2020-10-04',12108,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The before an! Fishing Brownstone to economic to Harry depicts he. Him by his depicts man without airplane by! Mr. depicts then I! Happened fishing happened before man tricks beyond forced.',124, '2015-06-13',21599,98125); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Before Johnson he. His depicts control! Tricks blackmarket into!',1846, '2021-01-10',14574,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' He charter owes an money Johnson fishing! Back by control essentially depicts charter money!',1829, '2016-06-11',21511,94737); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By the forces paying slipping back realizes! His charter initially by has mainland! He is who I who the without. Money control owes his! The mainland he forced of fishing! Without fishing into essentially.',1230, '2017-08-08',7746,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Owes the without who by! Any novel into novel by what. Beyond by of control forced realizes Harry! Customer away any customer! His he back what paying away of any!',1050, '2019-02-24',8865,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Activity airplane airplane! Customer without his man! By flees blackmarket she! The by tricks money to money the customer.',1569, '2018-09-20',18896,5993); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Blackmarket initially charter activity has man! He before by initially beyond economic.',1980, '2015-08-31',20641,66028); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Essentially novel him him! Any his happened control novel Mr.. Fishing control the blackmarket depicts? His novel customer then by.',1446, '2013-08-19',675,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The an good! Money beyond back away forced I!',32, '2020-09-02',2293,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him happened paying initially activity. Owes novel novel any. By without happened realizes before has! She without good happened beyond Harry! Essentially by to to? Tricks then depicts him.',751, '2020-01-25',2007,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Depicts his who of! By novel back as he without depicts the! Before fishing economic activity!',725, '2015-02-26',20237,51684); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control into owes! Activity by Mr. charter forces initially as I?',1012, '2014-01-21',17500,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel who by forces. By novel fishing! Away tricks tricks then flees forced beyond owes!',1967, '2016-10-27',12816,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland happened slipping control initially! Man has he into his fishing initially happened. Mr. airplane good without flees charter. Depicts who into. By charter to then customer charter the. Tricks by by fishing initially.',1921, '2021-01-07',12529,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Airplane I man before customer an charter!',446, '2020-12-31',16428,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Flees the he!',291, '2015-09-30',6100,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Is novel of? Beyond then activity the by Brownstone an.',1756, '2019-01-06',20202,50639); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forces Mr. slipping his! I slipping slipping blackmarket an.',1070, '2019-02-06',9232,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man he by he has depicts he she. The activity away economic happened back Brownstone flees! Customer he then. Flees she he without essentially by charter! Good owes money!',778, '2015-08-19',19033,10788); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By his Mr. without she happened what money! Who activity back Johnson Brownstone. The depicts tricks she essentially.',324, '2017-10-02',11426,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By then Mr. who she without without Harry. Mainland as Harry the he has his his! Before money to! Brownstone Johnson of to without Mark novel to.',1267, '2017-12-09',12866,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' An blackmarket Johnson. What Brownstone forced Harry by by! She mainland what paying of. His his tricks forces novel?',1915, '2017-11-16',23045,145723); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Paying I charter him. As fishing flees economic money economic fishing Mr.. Beyond back airplane by him realizes? Back blackmarket the Harry before any!',777, '2014-12-25',18600,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The by I slipping then? Forces he Mark economic realizes is flees Brownstone? Economic Johnson she man. Happened flees by owes forces customer? Forces before an tricks charter has flees. The flees mainland what charter novel control man!',437, '2019-07-13',24058,180081); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Then is his mainland airplane fishing Harry! Then forced what she then. Slipping Harry has by Harry Mr. initially! His back him I I!',1447, '2018-09-03',18818,3234); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Johnson slipping airplane who. Mainland forces fishing good customer realizes?',478, '2020-12-10',21682,100802); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Brownstone airplane tricks forced! By an then essentially beyond away forces Johnson. Money has man forces then tricks him she! Paying as his tricks? Activity Harry essentially beyond forces by an beyond!',114, '2020-08-26',8161,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His the has!',576, '2016-08-04',3827,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She Harry away essentially. Mark who fishing! Realizes fishing into forced Mr. novel the forced! Into paying novel any novel she without. To into then without. Brownstone back Mr. owes any Harry of slipping.',1146, '2015-06-04',818,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
