INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (1,'by1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (137,'realizes1', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (137,'without7', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (138,'as8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (138,'Harry9', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (139,'by6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (140,'is5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (140,'fishing3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (140,'paying1', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (140,'as2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (140,'into7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (141,'of5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (141,'of4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (141,'by3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (141,'slipping7', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (142,'depicts9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (142,'activity6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (142,'the1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (142,'by4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (143,'Brownstone8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (143,'Brownstone1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (143,'tricks2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (144,'money2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (145,'Mark3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (145,'Harry2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (145,'slipping4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (145,'depicts5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (146,'by7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (146,'tricks8', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (147,'any3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (148,'I3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (149,'blackmarket1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (149,'I5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (150,'mainland2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (150,'to9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (150,'as5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (151,'mainland5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (151,'by9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (152,'good8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (153,'before9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (153,'forced2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (154,'depicts3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (155,'depicts6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (156,'fishing9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (156,'Johnson8', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (156,'then5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (156,'an2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (156,'the6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (156,'Brownstone1', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (157,'as2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (157,'slipping5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (158,'his8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (158,'away6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (158,'novel1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (158,'slipping9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (159,'the4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (159,'activity9', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (160,'owes4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (160,'money8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (160,'tricks6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (160,'owes2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (160,'by7', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (160,'into5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (161,'what6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (162,'I4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (163,'airplane6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (164,'happened3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (164,'him6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (165,'economic3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (165,'into2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (165,'fishing6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (166,'back9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (167,'what6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (167,'airplane7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (167,'fishing5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (168,'any3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (168,'he9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (169,'he8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (170,'without1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (171,'depicts7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (172,'slipping5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (173,'forced9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (173,'Mark2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (174,'tricks1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (175,'is4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (176,'activity2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (176,'owes4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (176,'away9', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (176,'away6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (176,'man8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (176,'fishing5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (177,'realizes9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (178,'economic9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (179,'she1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (180,'him4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (181,'slipping9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (182,'into5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (183,'paying7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (184,'she5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (185,'initially7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (185,'then5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (185,'beyond8', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (186,'an7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (186,'airplane6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (187,'forces7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (188,'charter1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (188,'is5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (189,'owes3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (190,'blackmarket1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (190,'what8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (191,'paying2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (191,'his4', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (192,'activity7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (193,'to2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (194,'forced3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (194,'activity6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (194,'initially2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (194,'the1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (195,'he7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (195,'him3', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (196,'fishing3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (197,'activity5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (197,'who2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (197,'as7', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (197,'away4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (198,'economic9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (198,'any7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (199,'his2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (199,'happened9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (200,'man5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (201,'flees7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (201,'of1', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (201,'I8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (202,'depicts1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (203,'forces5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (204,'Mr.1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (204,'has6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (205,'charter3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (205,'essentially9', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (206,'mainland9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (207,'an4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (208,'to5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (208,'paying4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (208,'the7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (208,'by3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (208,'forced2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (208,'essentially9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (209,'then5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (209,'charter6', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (210,'what7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (211,'forced2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (211,'owes9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (212,'novel7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (212,'paying1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (213,'mainland7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (213,'tricks8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (213,'control1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (213,'mainland9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (214,'activity7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (215,'the9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (216,'by4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (216,'the3', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (216,'he7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (216,'of8', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (217,'realizes6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (218,'good8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (219,'is9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (220,'flees6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (221,'he2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (222,'then2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (222,'then3', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (223,'before1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (224,'away7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (225,'customer1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (226,'his4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (226,'control5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (227,'an9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (227,'his3', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (228,'then8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (228,'before6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (228,'without2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (228,'away1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (228,'as5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (228,'tricks4', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (229,'of6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (230,'his8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (230,'good4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (230,'his7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (231,'money4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (232,'good6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (232,'what5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (232,'paying4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (233,'he8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (233,'then3', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (234,'Brownstone9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (234,'novel4', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (235,'flees2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (236,'his9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (237,'charter6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (238,'who3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (238,'initially4', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (238,'into9', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (239,'who6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (240,'he5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (241,'has8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (242,'any8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (242,'happened3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (242,'is6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (242,'charter5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (243,'of2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (244,'then3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (245,'realizes1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (245,'economic3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (245,'without2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (245,'then9', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (246,'slipping9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (246,'novel4', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (247,'mainland2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (248,'the1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (248,'Mark8', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (248,'forced2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (249,'of9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (250,'before1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (250,'his8', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (250,'the5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (251,'airplane7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (251,'back5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (252,'beyond9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (253,'essentially2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (254,'forced7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (255,'Brownstone6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (256,'him4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (257,'Harry2', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (257,'I7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (257,'flees5', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (258,'what4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (259,'paying6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (260,'his4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (260,'money9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (261,'of3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (262,'blackmarket5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (262,'Harry2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (262,'tricks7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (262,'by8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (263,'depicts4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (264,'airplane5', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (265,'airplane7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (265,'forced3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (265,'flees8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (266,'as6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (266,'slipping1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (267,'he4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (268,'essentially7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (269,'she7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (270,'Brownstone3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (271,'charter9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (271,'then1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (272,'the6', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (273,'an7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (273,'by1', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (274,'beyond7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (274,'man8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (274,'the4', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (274,'airplane9', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (274,'mainland2', TRUE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (274,'fishing3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (275,'control7', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (276,'the8', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (277,'his3', FALSE); 
INSERT INTO uzytkownicy(id_konta, nazwa, czy_dziecko) VALUES (277,'good9', FALSE); 
