INSERT INTO platnosci(id_konta, data, kwota) VALUES(1,'2017-08-21',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-03-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-04-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-05-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-06-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-07-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-08-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-09-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-10-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-11-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2018-12-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-01-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-02-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-03-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-04-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-05-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-06-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-07-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-08-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-09-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-10-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-11-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2019-12-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-01-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-02-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-03-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-04-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-05-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-06-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-07-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-08-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-09-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-10-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-11-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2020-12-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(238,'2021-01-14',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2017-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2017-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-01-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-03-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-03-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-05-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-05-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-07-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-07-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-08-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-10-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-10-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2018-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-01-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-03-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-03-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-05-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-05-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-07-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-07-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-08-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-10-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-10-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2019-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-01-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-03-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-03-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-05-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-05-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-07-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-07-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-08-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-10-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-10-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(239,'2020-12-15',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2017-10-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2017-11-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2017-12-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-01-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-02-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-03-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-04-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-05-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-06-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-07-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-08-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-09-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-10-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-11-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2018-12-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-01-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-02-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-03-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-04-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-05-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-06-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-07-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-08-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-09-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-10-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-11-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2019-12-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-01-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-02-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-03-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-04-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-05-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-06-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-07-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-08-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-09-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-10-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-11-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(240,'2020-12-02',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-01-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-02-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-03-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-04-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-05-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-06-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-07-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-08-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-09-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-10-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-11-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2019-12-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-01-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-02-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-03-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-04-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-05-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-06-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-07-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-08-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-09-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-10-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-11-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(241,'2020-12-10',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2016-07-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2016-08-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2016-09-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2016-10-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2016-11-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2016-12-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-01-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-02-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-03-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-04-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-05-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-06-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-07-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-08-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-09-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-10-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-11-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2017-12-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-01-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-02-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-03-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-04-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-05-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-06-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-07-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-08-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-09-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-10-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-11-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2018-12-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-01-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-02-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-03-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-04-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-05-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-06-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-07-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-08-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-09-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-10-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-11-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2019-12-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-01-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-02-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-03-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-04-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-05-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-06-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-07-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-08-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-09-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-10-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-11-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(242,'2020-12-14',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-01-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-02-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-03-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-04-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-05-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-06-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-07-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-08-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-09-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-10-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-11-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2014-12-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-01-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-02-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-03-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-04-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-05-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-06-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-07-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-08-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-09-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-10-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-11-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2015-12-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-01-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-02-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-03-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-04-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-05-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-06-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-07-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-08-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-09-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-10-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-11-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2016-12-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-01-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-02-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-03-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-04-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-05-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-06-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-07-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-08-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-09-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-10-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-11-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2017-12-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-01-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-02-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-03-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-04-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-05-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-06-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-07-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-08-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-09-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-10-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-11-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2018-12-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-01-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-02-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-03-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-04-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-05-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-06-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-07-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-08-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-09-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-10-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-11-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2019-12-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-01-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-02-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-03-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-04-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-05-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-06-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-07-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-08-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-09-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-10-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-11-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(243,'2020-12-17',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-02-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-03-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-04-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-05-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-06-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-07-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-08-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-09-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-10-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-11-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2015-12-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-01-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-02-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-03-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-04-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-05-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-06-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-07-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-08-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-09-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-10-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-11-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2016-12-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-01-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-02-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-03-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-04-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-05-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-06-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-07-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-08-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-09-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-10-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-11-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2017-12-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-01-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-02-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-03-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-04-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-05-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-06-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-07-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-08-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-09-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-10-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-11-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2018-12-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-01-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-02-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-03-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-04-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-05-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-06-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-07-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-08-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-09-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-10-20',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(244,'2019-11-20',43); 
