INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' I by any Brownstone! Then novel paying. Flees man then I he mainland. To forced the mainland Harry! Money has into Mark fishing.',1726, '2019-05-18',8555,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mark without Brownstone without as is flees. She the he he Mr. who Johnson him. His into slipping him by Harry!',736, '2019-05-30',19584,29030); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Into an fishing! He paying novel flees forced of blackmarket happened. He blackmarket fishing customer airplane! Forced novel by what economic essentially by.',1498, '2018-04-27',9620,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him owes forces depicts his! Away Mr. he to forced happened! Then happened man what. Depicts he activity flees!',1853, '2019-06-23',11441,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She his he. Brownstone to realizes without! Activity the the activity Johnson money blackmarket what! Away the realizes novel he forced.',378, '2020-07-25',10913,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Customer airplane Brownstone initially he mainland charter. Back his any charter depicts initially his? She money the forces.',240, '2015-07-03',14901,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Charter Mark any depicts blackmarket. Before he initially realizes to Mark! Brownstone back the by! Mark he before. He he to forces airplane into.',1420, '2020-10-27',8822,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Fishing man Harry he who! Control who has tricks control by him any!',681, '2017-09-03',11613,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel by he charter an before into Johnson. An blackmarket any without before. He into the realizes fishing his. Initially is Harry. Then I depicts he.',719, '2018-09-09',989,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money has by as as. As mainland he initially realizes customer forces charter! Money Mr. into novel then without! Beyond away initially Brownstone. He has the flees forced before into.',1924, '2020-03-22',15123,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Activity man his to Mark airplane he initially! The he to into an away is who. Activity who forces activity tricks fishing.',1284, '2018-06-24',9197,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His has into mainland. The any before his flees as Johnson beyond. Brownstone forces Johnson charter the depicts. Flees as I activity forced. Happened as he charter any owes control. Has slipping Mr. paying he beyond of.',832, '2020-07-21',6497,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Any charter of forced the as beyond owes. Initially the he! Airplane Mr. the? Back into initially happened flees his economic!',1190, '2018-03-20',583,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' He the he of. Is without is economic. Activity depicts flees into. Forced back by. Before forced forced!',542, '2019-06-18',15851,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of economic Mark beyond. Blackmarket customer to into by Mark. Mainland then away initially? Is activity she forced initially control into fishing? Blackmarket into of.',1797, '2018-01-23',17036,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' What slipping as is! Who money any who novel his as! His owes forced happened realizes as.',1524, '2018-10-24',4191,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money by into fishing away by mainland man. Forces Mr. Mark mainland. Of has she without control essentially.',1636, '2020-08-25',10494,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel the economic as Brownstone mainland money flees!',1431, '2019-12-20',7427,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The happened economic into she forces to beyond. Control his Johnson initially he. Brownstone to he. Johnson his Mark customer activity!',24, '2020-01-28',5009,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' As then before who then to she as! Charter without charter control! Blackmarket forces before. Initially man man has! By the realizes away the by then I! Brownstone the fishing without by initially his has!',40, '2019-01-10',21393,89884); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Fishing of control by the. Him into novel he flees man! Brownstone to charter owes by Mark Harry as?',189, '2018-06-05',7737,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Of slipping control! Customer the Mr.. Owes initially of customer tricks he she. By he fishing his the. She then forced he beyond realizes forced.',1383, '2020-08-11',12005,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Depicts is depicts owes without away tricks. He initially initially of essentially owes. Activity then his? Forced before any.',588, '2015-01-28',4932,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The before economic fishing as the. The Mr. initially Mr. Johnson without. Any she by. He by Brownstone the!',486, '2015-10-19',23568,159999); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. him an novel depicts without by by! Initially owes customer! By who without any by realizes blackmarket I! His mainland his I happened! Fishing as flees novel. Who essentially him happened any initially!',1066, '2019-11-20',2207,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Into any charter Mark Brownstone! Paying he flees him he beyond airplane. Happened back to customer?',1700, '2017-10-18',8950,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. by back beyond. Him paying happened man tricks into Johnson. Brownstone initially away he! Any the without.',1071, '2021-01-10',3528,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By novel he!',660, '2017-11-18',2652,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Beyond is he. He paying she by! Control control forces essentially essentially what his mainland! The by before!',1631, '2017-06-05',10427,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel control by what before charter! Back into man mainland airplane blackmarket economic before! Novel economic essentially control he activity his! Is happened Johnson Brownstone without. Beyond his the by he Johnson an!',1406, '2014-12-22',22434,123544); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Johnson Johnson economic charter forced happened of! Of is before away what. Harry an realizes back forces airplane him. Then mainland flees by? Forced Johnson Brownstone to is charter customer he!',649, '2020-11-30',6581,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes I essentially fishing. By before forces economic of tricks! Charter then to what!',1734, '2019-08-04',24012,173376); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Before he initially he the Johnson. Charter happened an Harry Harry control into! Economic is by the Brownstone! By essentially then to to happened. Mr. blackmarket into? Mark him of fishing.',654, '2020-04-09',23643,162201); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man by as to his depicts Johnson his! Mr. has customer has he? Into initially of by flees.',1972, '2017-03-22',10927,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Before without mainland before man the depicts. Then who she as back has depicts! Paying by Harry Mr. owes man.',1503, '2018-07-29',20416,57908); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Brownstone mainland charter novel before he depicts. Has novel his Harry an Johnson who the! The I slipping away! Has any to! The airplane to by blackmarket away before him. Beyond tricks Johnson into novel airplane.',1940, '2015-03-30',10362,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Happened tricks fishing control good back forces of? Him back the into novel the Harry! His flees control owes happened realizes beyond money! By realizes man the away. Slipping forced money blackmarket.',422, '2020-10-31',6032,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Depicts his of mainland his forced mainland then. Flees any initially! Charter Mark Harry by? Fishing who by initially slipping.',1197, '2020-07-15',3610,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Johnson is forced an economic Mr. he the! An an good charter who. Johnson economic realizes of away.',1101, '2017-04-16',4528,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By then by Mark control! Beyond before flees. By his initially an blackmarket without control mainland. To forces customer is without Brownstone good Brownstone.',1690, '2020-04-02',14952,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. what before an depicts customer to who. The flees good initially is owes tricks! Of into initially blackmarket? Of the man mainland he Mr. by the.',1808, '2019-12-23',24231,180391); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Back by him what! Mr. the any. By his charter activity what flees slipping him! Happened has away! Before initially an initially flees customer the!',1152, '2020-08-25',4519,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By as realizes paying. Airplane then is depicts.',1196, '2020-12-30',10625,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money what novel Mr. him customer! Forced to then he to by happened. Airplane him him novel he. Blackmarket by an his! He flees any forces an?',973, '2020-04-30',12608,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping novel back mainland forces. Brownstone by has airplane into. Is essentially happened is forces slipping essentially customer.',1784, '2017-07-06',14925,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' As I the slipping happened tricks. She as what without the customer! Without paying him customer?',1215, '2019-10-03',16814,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His novel man control his he then! Back Mr. novel by owes Brownstone an. Owes money he! Has airplane fishing Mr. airplane blackmarket tricks! Brownstone an his without. Into she tricks an she tricks.',1239, '2020-08-19',21286,86080); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel to Mark charter customer. Control Johnson airplane is into.',1657, '2015-11-09',24127,177045); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mark is an money has him. Beyond depicts back fishing. By fishing by essentially!',2017, '2016-01-03',9722,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The flees blackmarket fishing to! Any him realizes blackmarket the Mr. who essentially! Away fishing slipping by. Novel his charter him charter essentially slipping?',861, '2018-07-05',9143,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' What his is owes has is. Back any economic by! Forces the customer Brownstone by. He owes he then I what! I slipping realizes economic happened realizes?',1165, '2020-06-28',971,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Activity into who Johnson beyond forced. The forced novel blackmarket has! By money what she money! Control control owes customer an. The by slipping Harry.',662, '2020-10-29',20622,65180); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Initially novel to. Him before realizes back before then Mr.. Activity I initially by paying he into tricks. Forced is the what is? The by into initially Mark control! Blackmarket him good realizes flees as Mr.?',1662, '2020-10-08',7810,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Brownstone she depicts she who happened! Essentially before to away to flees his! Happened to who depicts!',904, '2018-11-09',6248,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His money is he customer fishing initially? Johnson forces tricks he essentially Johnson I Mr..',1405, '2017-09-10',8329,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' I what mainland airplane Mark then. Economic mainland Johnson! Activity away he what the him before. Initially good his any!',1479, '2020-07-13',19041,10473); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man flees charter flees happened essentially Brownstone? Depicts happened she flees.',260, '2021-01-04',18586,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him money happened depicts without charter money novel. Forced fishing Brownstone he blackmarket I economic. Novel the his owes I is! By has an mainland depicts initially forces Johnson!',1888, '2018-10-03',14800,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The by economic activity of his back paying.',1721, '2020-10-03',798,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Any novel the I. The of into slipping. Is blackmarket essentially economic fishing Mark Harry. Depicts as by Mark!',922, '2018-05-23',10575,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping man economic? Tricks Mark realizes of by. Owes Harry she essentially an! Money he initially he then Mark? Economic an man the mainland charter what? Money he of novel as customer is.',945, '2020-09-24',23308,151366); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him airplane mainland he him fishing of! Essentially him forces. Novel without he Mark the.',1547, '2019-05-16',5307,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' I activity customer activity the airplane. His flees him by.',1667, '2019-02-02',11008,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' An the customer Harry the away into. He initially fishing back into happened!',1892, '2019-03-19',9177,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Who Johnson without who beyond to owes owes! Forced man into his! Forces airplane airplane.',476, '2018-08-26',16718,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Customer away novel! The Mr. control! By control man beyond. Before his of. Novel the of to! Mr. as money money?',1090, '2020-09-10',20444,58822); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The the by economic the. An forced paying. Happened back forces mainland mainland he!',1120, '2016-11-04',19686,32549); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Away fishing owes? The the the Mark money the is initially. Blackmarket of Brownstone activity who of!',1097, '2020-03-31',1161,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Then novel before by initially? Has what initially realizes flees what he. Tricks depicts blackmarket the control essentially him.',1527, '2015-12-17',17370,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland Harry tricks Mark. Depicts by to happened the by! Flees paying realizes Mr.! He activity forces Brownstone! Forces man customer who Brownstone by forces!',2003, '2019-12-04',6861,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Depicts control by charter she essentially charter. Is beyond slipping she fishing the. Then back I the I by! Then by what blackmarket! Airplane forces activity fishing he essentially?',1486, '2020-10-13',17998,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Johnson by he any away Johnson.',1654, '2016-08-10',18570,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She his man fishing! Then she into. Into back I beyond the depicts is! Back depicts he Johnson forces customer the back. The airplane any beyond flees depicts the!',1912, '2018-08-27',13727,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Paying he by I she who! Mark has mainland as blackmarket Harry the mainland? As Brownstone by has Harry. An he essentially good beyond his. By essentially the he flees any then! His is fishing paying by airplane she!',1440, '2020-10-01',18417,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Blackmarket then fishing flees to she economic of! Airplane away happened forced.',789, '2018-04-13',16520,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Is by his without I. As paying depicts Harry.',1145, '2019-08-29',9630,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control Brownstone any she economic charter. Man tricks customer! Flees control fishing him. Essentially what Johnson good! His by economic happened Mr. slipping Johnson owes. Mark any Johnson Harry.',1267, '2016-11-28',23751,165303); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Money forced Brownstone him by depicts then realizes. Any of the by Mark?',1814, '2017-08-31',614,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Into of by realizes airplane the airplane.',582, '2017-10-14',22725,132654); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Tricks an his control flees.',43, '2020-06-03',8376,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' An paying blackmarket? Mainland economic forced Mark back good! Any before forces flees airplane beyond of!',1124, '2020-02-10',7344,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Any forces tricks. Before she man an by without. Owes to the money the an!',1751, '2016-05-01',17120,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The customer has forced. I initially by activity Mark. The money is.',531, '2020-07-15',17767,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Novel she beyond Harry activity. By flees Mark economic any economic forces!',1882, '2019-02-09',9804,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Control paying by the charter he? The initially control without activity any paying man! What Johnson she any Mr. man beyond control.',322, '2019-10-17',15724,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Good back initially is back. Flees Brownstone flees Brownstone he customer economic. Is slipping without flees tricks she? Of what what paying into Brownstone. Is Johnson has realizes initially the! Initially into good depicts his forces economic forces!',991, '2021-01-09',20409,57667); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland mainland is mainland his! I owes of she without then I.',1635, '2020-06-16',17025,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland who beyond back of!',851, '2020-05-18',14875,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Forces he beyond he airplane novel before!',744, '2016-07-29',1842,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mr. flees to good. Mr. good without by depicts realizes slipping his! Away good is? By by what good Johnson!',701, '2017-06-23',19233,16957); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes control forces his essentially economic forced. Harry control charter happened what away initially then! Of happened him. Slipping by what beyond slipping his!',178, '2020-11-22',12284,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Has his initially the before novel tricks novel! Then Brownstone Mr. Harry! Who economic happened initially blackmarket his. The who by tricks good away fishing an! Airplane mainland airplane happened any by. Paying activity he airplane Mr. Mr.!',1729, '2015-07-25',11779,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The forced happened what he airplane back.',952, '2017-06-24',6179,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Depicts his the?',1513, '2019-11-17',15819,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The has owes as the back Mr.? Depicts paying Mark as realizes realizes happened!',1225, '2018-09-10',19876,39428); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Good forces paying Mr. essentially he him!',778, '2014-11-30',13446,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Has of back?',1865, '2020-12-30',15422,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Flees forced I he has flees.',948, '2019-12-29',5998,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Harry flees who forced before by! He Johnson charter him Brownstone by. An Mark forced she who! Realizes owes then. Flees initially who customer by. Slipping by the?',464, '2020-08-29',22752,133289); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The the economic any.',1174, '2020-11-25',18370,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Before flees beyond he the before.',1736, '2020-03-04',10099,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Beyond into as! Is by activity by good I paying his. Away by paying. Forced activity by. By him the.',1577, '2020-12-28',11123,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland then beyond forces novel she? He Brownstone by blackmarket Mr. is. Fishing paying blackmarket as!',1757, '2017-05-17',9425,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' By realizes airplane owes customer by flees he. Control any any back? Mark is then owes the to!',1512, '2016-12-05',19242,17135); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' His owes fishing novel! Of the activity! To as happened airplane man man before. Before the man money! Paying depicts forced into fishing he airplane.',1928, '2019-05-23',2154,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Slipping good into Mr. into.',1034, '2020-02-02',7954,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' What of as has? Before fishing Harry away customer his an. By paying owes Mark depicts what. Money blackmarket happened forced is Brownstone Brownstone away. Him happened I essentially she by.',1582, '2017-09-19',6157,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Initially he of man into! Activity as what forced is. Him as Brownstone control.',1279, '2018-05-17',4405,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes blackmarket novel depicts the! Into mainland realizes depicts! Good fishing who happened she! I charter owes fishing slipping airplane paying man.',1671, '2019-10-16',21595,96496); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man by flees! What without any. By Mark to he back? Man him Johnson an depicts Mark good! Back by what economic back by airplane has!',347, '2016-01-21',3365,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Economic control good then. Into depicts he what I. Beyond by beyond essentially. Of beyond he without! He airplane customer economic control.',1448, '2020-05-18',9954,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' He flees he any. Forces forces has! Harry his as. Forced money back control Mr. his he into.',267, '2019-09-18',13352,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes customer economic! Before paying economic man by. Fishing of I novel forced I? Realizes man charter realizes an his.',1809, '2020-01-23',13932,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Him initially him Johnson forced! Initially man his Brownstone airplane what fishing. Beyond any forces? Tricks the man. Harry as economic mainland!',506, '2021-01-10',9380,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Realizes his before. Brownstone any to good Brownstone. Then beyond airplane flees the flees forced! Forced Mr. into into charter she! The Mark slipping I blackmarket has essentially!',1282, '2018-02-09',6016,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Johnson depicts to is to Johnson. The forced without Mr. owes customer paying! Realizes then money.',421, '2020-08-13',16188,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Airplane forces an! Economic happened mainland. Without fishing his mainland is charter. The flees happened beyond airplane! Forces novel into beyond before airplane before!',1163, '2020-12-01',3753,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Has who Mr.! The to into!',1740, '2018-09-25',2746,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Back before an depicts I Mr. initially control! Back to of control man of into.',416, '2013-05-19',12686,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Man what essentially Harry!',1318, '2019-12-08',23753,165365); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Mainland realizes fishing novel is realizes. Essentially depicts the Johnson! Who by charter paying paying I! His to the away. The mainland an into!',998, '2019-03-22',3632,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' Is control novel. Mark happened money back happened! By she then! The initially money him any! Economic Mark activity! Owes as the into the Mr. has mainland.',1367, '2020-07-26',7977,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' The realizes before what Brownstone. Then realizes the.',692, '2019-08-17',21869,105362); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She is man his he customer him man! Essentially by to of essentially forces.',981, '2018-03-30',3351,NULL); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
             (' She his the charter! Flees any into happened has away the.',816, '2018-08-30',19915,39514); 
INSERT INTO komentarze(tresc, id_uzytkownika, data, id_produkcji, id_odcinka) VALUES 
